Neo Reference ID,Name,Absolute Magnitude,Est Dia in KM(min),Est Dia in KM(max),Est Dia in M(min),Est Dia in M(max),Est Dia in Miles(min),Est Dia in Miles(max),Est Dia in Feet(min),Est Dia in Feet(max),Close Approach Date,Epoch Date Close Approach,Relative Velocity km per sec,Relative Velocity km per hr,Miles per hour,Miss Dist.(Astronomical),Miss Dist.(lunar),Miss Dist.(kilometers),Miss Dist.(miles),Orbiting Body,Orbit ID,Orbit Determination Date,Orbit Uncertainity,Minimum Orbit Intersection,Jupiter Tisserand Invariant,Epoch Osculation,Eccentricity,Semi Major Axis,Inclination,Asc Node Longitude,Orbital Period,Perihelion Distance,Perihelion Arg,Aphelion Dist,Perihelion Time,Mean Anomaly,Mean Motion,Equinox,Hazardous,prediccion,probabilidad
3532365,3532365,21.3,0.1460679643,0.32661789739999997,146.0679642714,326.6178974458,0.090762397,0.20295088960000002,479.2256199,1071.581062656,2003-08-15,1060930800000,10.6279027803,38260.4500089997,23773.5557292032,0.488293801,189.9462890625,73047712.0,45389744.0,Earth,21,2017-04-06 08:57:13,1,0.169228,5.482,2458000.5,0.3244904951452751,1.1254261832979953,12.64895595064658,124.13777170242771,436.0878122512054,0.7602360838301715,22.51255834268758,1.4906162827658183,2457887.6876387554,93.1290646219746,0.8255218097969326,J2000,False,0.0,0.0
2293726,2293726,22.6,0.0802703167,0.1794898848,80.2703167283,179.48988477990002,0.049877647000000004,0.1115298092,263.3540659348,588.8775935812,2011-07-22,1311318000000,5.7048657445,20537.5166803066,12761.2141839383,0.0339963811,13.2245922089,5085786.0,3160161.0,Earth,38,2017-04-06 09:24:11,0,0.0206457,4.319,2458000.5,0.3692685560132113,1.5788157471226618,2.008572387244131,350.5521610990256,724.5954472639381,0.995808735971757,302.1856771379752,2.161822758273567,2457937.9363191114,31.08344829505001,0.4968289565706696,J2000,False,0.0,0.03225806451612903
3725152,3725152,23.7,0.048367648799999996,0.1081533507,48.3676488219,108.1533506775,0.030054254300000003,0.06720335570000001,158.6865169607,354.8338390368,2007-01-08,1168243200000,9.091803392000001,32730.4922111869,20337.4550075567,0.4749564002,184.7580413818,71052464.0,44149956.0,Earth,25,2017-04-06 08:32:34,3,0.012789100000000001,5.228,2458000.5,0.2344278310671598,1.2075812535116108,11.12766212300658,316.2276656924995,484.69994505905237,0.9244905994135222,296.815399670071,1.4906719076097,2458158.2229749314,242.854802122145,0.7427275444731898,J2000,False,0.0,0.0
3720770,3720770,19.2,0.38419789109999997,0.8590926012000001,384.1978910643,859.0926012317999,0.2387294278,0.5338152287,1260.4918089193,2818.5453698252004,2016-06-08,1465369200000,36.3057246248,130700.6086493999,81212.2754132896,0.3072204236,119.5087432861,45959524.0,28557924.0,Earth,30,2017-04-06 08:33:22,2,0.170958,5.9670000000000005,2458000.5,0.7375442988216615,0.9449955915790312,36.876703195947655,101.5163865861878,335.5390732249886,0.2480194805983135,302.02419933726503,1.641971702559749,2457921.89610424,84.3341498257884,1.0729003824797771,J2000,False,0.0,0.0
3551475,3551475,23.7,0.048367648799999996,0.1081533507,48.3676488219,108.1533506775,0.030054254300000003,0.06720335570000001,158.6865169607,354.8338390368,2012-11-15,1352966400000,19.7340969383,71042.7489778537,44143.2014412669,0.3376953361,131.3634796143,50518504.0,31390742.0,Earth,12,2017-04-06 08:55:44,5,0.00748771,7.34,2458000.5,0.2834334494375809,0.7791518107835675,26.945627087161213,233.3716210769146,251.20689374649518,0.5583141254176436,8.286453516106201,0.9999894961494916,2457912.588699579,125.9840750373712,1.43308169067722,J2000,False,0.0,0.0
3611399,3611399,25.0,0.02658,0.0594346868,26.58,59.434686841899996,0.0165160412,0.0369309908,87.2047272,194.99569797849998,2012-10-22,1350889200000,7.3202873905,26353.0346056487,16374.7508637154,0.014874878999999999,5.7863278389,2225250.25,1382706.375,Earth,6,2017-04-06 08:48:34,7,0.00542518,5.545,2458000.5,0.2537840262614992,1.117923558572186,6.7442394664958405,30.26770663217539,431.73433576883497,0.8342124168251536,75.39888798842274,1.401634700319218,2458010.0615113946,352.02717083869203,0.8338461182590677,J2000,False,0.0,0.0
2444193,2444193,18.2,0.6089126221,1.3615700153999999,608.9126221057,1361.5700153859,0.37836064490000004,0.846040122,1997.7448871092001,4467.0933692788,1995-10-22,814345200000,18.153807376,65353.7065536472,40608.2517194037,0.24839336539999998,96.6250228882,37159120.0,23089606.0,Earth,60,2017-09-21 06:22:01,0,0.00221412,5.672999999999999,2458000.5,0.1945443757838803,1.069295734937423,24.8308415698602,39.13339239024656,403.8733332440123,0.8612702636556564,78.20976413384204,1.277321206219189,2458150.9789086673,225.8678286950511,0.8913685811053415,J2000,True,1.0,1.0
2162004,2162004,18.2,0.6089126221,1.3615700153999999,608.9126221057,1361.5700153859,0.37836064490000004,0.846040122,1997.7448871092001,4467.0933692788,2008-12-22,1229932800000,15.912465597799999,57284.8761519558,35594.594295641604,0.45865771450000004,178.4178466797,68614216.0,42634900.0,Earth,165,2017-04-06 09:26:41,0,0.0578928,6.455,2455233.5,0.6645118766417184,0.8907955120131161,7.220327144353878,61.968583365105665,307.0898465041557,0.2988513146212599,193.5473642284032,1.482739709404972,2455249.1359459646,341.67005320664435,1.1722953529664428,J2000,False,0.0,0.0
3732675,3732675,20.1,0.2538370294,0.5675968529,253.8370293645,567.5968528656,0.1577269688,0.35268822409999995,832.7986794202001,1862.1944587557,2015-12-08,1449561600000,12.1173356604,43622.4083773928,27105.2681387195,0.2230611268,86.7707824707,33369470.0,20734828.0,Earth,67,2017-09-01 06:20:23,1,0.0460757,4.294,2458000.5,0.3688775061788756,1.555764954715105,20.954252638390923,239.1489082602594,708.7848128447583,0.9818782580193056,216.72307245066793,2.129651651410904,2458101.631083517,308.6343536060464,0.5079115600052354,J2000,True,1.0,1.0
3455137,3455137,20.0,0.2658,0.5943468684000001,265.8,594.3468684194,0.1651604118,0.36930990799999996,872.047272,1949.9569797851998,1999-02-15,919065600000,11.0270742104,39697.4671573259,24666.4623011729,0.2634048646,102.4645004272,39404808.0,24485014.0,Earth,28,2017-04-06 09:00:54,2,0.0331774,6.962000000000001,2458000.5,0.2820310927535006,0.8372024786502689,13.899655028651189,57.80375669977673,279.7977289150466,0.6010853487405943,315.16385985801134,1.073319608559943,2457864.450722516,175.0469529693104,1.2866437529566392,J2000,True,1.0,1.0
3761480,3761480,21.6,0.1272198785,0.2844722965,127.2198785394,284.4722965033,0.0790507431,0.17676283539999998,417.3880663071,933.3080892598,2013-01-08,1357632000000,20.6009926385,74163.5734985618,46082.360433036905,0.41457120350000004,161.2681884766,62018968.0,38536800.0,Earth,21,2017-09-15 06:22:49,6,0.0215439,2.927,2458000.5,0.7947465685872241,2.491291904844728,3.815056072868748,32.515458380841864,1436.2675621398498,0.5113462121202511,114.33735882875798,4.471237597569204,2457754.407213728,61.68307729933797,0.2506496766268587,J2000,True,1.0,1.0
3736499,3736499,19.6,0.3195618867,0.7145621017,319.5618867213,714.5621017269,0.1985664891,0.4440081677,1048.4314204307,2344.3639258298003,2005-12-22,1135238400000,7.7900125787,28044.0452832248,17425.4791372349,0.3722982796,144.8240203857,55695028.0,34607288.0,Earth,38,2017-04-06 08:29:57,0,0.357591,3.906,2458000.5,0.3327688927001275,1.8382697616097208,16.37351846052427,125.25440432056558,910.3581654116583,1.226550768554726,287.2220376002417,2.449988754664715,2458229.550662995,269.42220127081504,0.3954487515770347,J2000,False,0.0,0.0
3610527,3610527,20.3,0.2315021222,0.5176544822,231.5021222103,517.6544821978,0.14384870519999998,0.3216554833,759.5214226325,1698.3415313737,1996-07-08,836809200000,11.286877052100001,40632.7573874797,25247.615277792596,0.2266303565,88.1592102051,33903420.0,21066608.0,Earth,22,2017-04-06 08:48:37,2,0.037887199999999996,4.485,2458000.5,0.4646533926283983,1.4676821063691619,2.341078942149851,271.829628152037,649.451054128627,0.7857186363447372,3.2739592791163163,2.149645576393587,2458061.4055839987,326.23916444501583,0.5543142900630356,J2000,True,1.0,1.0
3607823,3607823,24.4,0.0350392641,0.0783501764,35.0392641108,78.35017643340001,0.021772382599999997,0.0486845275,114.9582192654,257.05439284970004,1997-08-08,871023600000,16.7358395539,60249.0223940533,37436.399498127204,0.0991638234,38.5747261047,14834697.0,9217853.0,Earth,8,2017-04-06 08:49:13,7,0.0731904,7.351,2458000.5,0.541047706399183,0.7736377908298284,15.33765952633955,329.75845592570283,248.5449486097718,0.3550628385176189,194.227591588999,1.1922127431420382,2458055.649654483,280.1195770629041,1.4484301612792718,J2000,False,0.0,0.0
3267783,3267783,20.3,0.2315021222,0.5176544822,231.5021222103,517.6544821978,0.14384870519999998,0.3216554833,759.5214226325,1698.3415313737,2013-01-08,1357632000000,13.579073366900001,48884.6641209476,30375.029214485498,0.100240704,38.993637085,14995797.0,9317956.0,Earth,24,2017-04-06 09:11:26,0,0.0295168,3.6860000000000004,2458000.5,0.5688296152798862,1.9332304136070682,7.326885082429298,157.2725971733727,981.801870434672,0.8335517011875843,252.1689280334976,3.032909126026551,2458224.5334760533,277.8530273695619,0.3666727583647988,J2000,True,1.0,1.0
2003362,2003362,18.3,0.5815070396,1.30028927,581.5070396458,1300.2892700427,0.3613316107,0.807962044,1907.8315559515,4266.0410487267,2004-12-15,1103097600000,21.8125551219,78525.198438763,48792.504552130194,0.2674364783,104.0327911377,40007928.0,24859774.0,Earth,23,2017-04-06 09:30:43,1,0.013394999999999999,6.017,2458000.5,0.4685677328906181,0.9895267061027035,9.91682854015037,152.44780652159892,359.5337847595645,0.5258664207894388,55.048204449434316,1.4531869914159692,2458083.8599596913,276.53194564450365,1.001296721643968,J2000,True,1.0,1.0
3467220,3467220,22.3,0.0921626549,0.2060819612,92.1626548503,206.08196123209999,0.057267201,0.1280533543,302.37092453900004,676.1219416887001,2009-09-22,1253602800000,21.6095651267,77794.4344562374,48338.436231988206,0.055145978,21.4517860413,8249721.0,5126139.0,Earth,8,2017-04-06 09:00:00,9,0.025199,3.86,2455094.5,0.5069694442449477,1.7235456695683602,32.09579987978661,1.072858722662551,826.4805171005604,0.8497606793365022,61.84023821319862,2.5973306598002184,2455141.5693221726,339.4974525939427,0.4355819557162019,J2000,False,0.0,0.0
2219071,2219071,17.1,1.0105434154000001,2.2596437711000004,1010.5434154200999,2259.643771094,0.6279223726,1.4040771097,3315.4312590467,7413.5296699561995,1999-08-15,934700400000,16.0466917436,57768.09027682,35894.8447611718,0.42781036969999997,166.4182281494,63999520.0,39767460.0,Earth,137,2017-04-06 09:25:16,0,0.247932,5.754,2458000.5,0.2820780457056503,1.052734156895495,20.01852039711881,212.21780842762558,394.5267893493367,0.7557809632708281,357.3731755248547,1.3496873505201608,2458038.844291658,325.0113873893942,0.9124855642723804,J2000,False,0.0,0.0
3412892,3412892,25.1,0.0253837029,0.0567596853,25.3837029364,56.759685286599996,0.0157726969,0.035268822400000004,83.279867942,186.2194458756,2008-06-08,1212908400000,13.4602390626,48456.8606254288,30109.2087591727,0.0285764083,11.1162223816,4274970.0,2656343.0,Earth,8,2017-04-06 09:03:22,8,0.018452,4.7410000000000005,2454616.5,0.4391876444779502,1.353657467424559,11.802397606371848,72.19153352711909,575.2565892107024,0.7591478328763794,265.6675323057217,1.9481671019727391,2454682.348707808,318.7913719625093,0.6258076947783398,J2000,False,0.0,0.0
3672464,3672464,24.4,0.0350392641,0.0783501764,35.0392641108,78.35017643340001,0.021772382599999997,0.0486845275,114.9582192654,257.05439284970004,2015-09-15,1442300400000,10.1543799597,36555.7678550777,22714.3325319509,0.22737630120000002,88.44937896729999,34015012.0,21135948.0,Earth,8,2017-04-06 08:40:23,5,0.0160037,6.4910000000000005,2458000.5,0.3761644745733882,0.9068521892397418,13.316227455531552,233.9190160095591,315.4301376893373,0.5657266119586475,228.01795515411857,1.2479777665208358,2457973.2382127326,31.113841841605808,1.1412986807067842,J2000,False,0.0,0.0
3359284,3359284,23.4,0.0555334912,0.1241766613,55.533491158100006,124.1766612574,0.0345069009,0.0771597762,182.1964991311,407.4037573197,2006-06-15,1150354800000,6.147833299,22132.199876312003,13752.088306478401,0.41654659060000004,162.0366210938,62314484.0,38720424.0,Earth,12,2017-04-06 09:07:33,7,0.023171900000000002,4.789,2458000.5,0.3395314859556458,1.356348443574557,7.432885871328543,221.15575616700332,576.9727960880026,0.8958254410540606,141.1811101137319,1.816871446095054,2458054.019154314,326.6069255195728,0.6239462283852479,J2000,False,0.0,0.0
3704141,3704141,21.2,0.15295193529999998,0.3420109247,152.9519353442,342.0109247198,0.095039897,0.21251567030000001,501.81082755470004,1122.0831222578,2015-07-15,1436943600000,7.1274921591,25658.971772787,15943.4872107076,0.238082422,92.6140594482,35616624.0,22131144.0,Earth,24,2017-04-06 08:36:22,4,0.020268099999999997,5.516,2458000.5,0.1095297345103756,1.1270390334970601,13.59262441132455,143.67948716542531,437.02558532251646,1.0035947473752969,13.038003554688881,1.250483319618823,2457942.5919642434,47.70176752225119,0.8237503983532839,J2000,True,1.0,1.0
3409432,3409432,19.7,0.3051792326,0.6824015094,305.1792325939,682.4015094011,0.18962952489999998,0.4240245083,1001.2442334633,2238.8501681036,1998-04-08,892018800000,19.8938604853,71617.8977472384,44500.576519666,0.3687227852,143.4331665039,55160144.0,34274924.0,Earth,32,2017-04-06 09:03:41,0,0.317019,3.739,2458000.5,0.3262632764503872,1.838009840076851,36.11801243866999,203.58875202046383,910.1650925583452,1.238334727505326,315.0836904537169,2.437684952648377,2458157.811789721,297.7780528361341,0.3955326379174695,J2000,False,0.0,0.0
3363431,3363431,27.1,0.010105434200000001,0.0225964377,10.1054341542,22.596437710900002,0.0062792237,0.014040771100000002,33.154312590500005,74.1352966996,2006-12-22,1166774400000,9.4406504929,33986.3417744215,21117.7910875565,0.0123018559,4.7854218482999995,1840331.375,1143529.0,Earth,11,2017-04-06 09:07:22,7,0.00243295,4.082,2458000.5,0.4644507010070513,1.6941386422597668,0.3037944976374576,120.3926394799032,805.4189614633997,0.9072947622590842,12.69654788235237,2.48098252226045,2458151.3745213733,292.5632617392974,0.4469723426251362,J2000,False,0.0,0.0
3012392,3012392,25.5,0.021113244500000003,0.047210649900000005,21.113244479000002,47.2106498806,0.0131191578,0.0293353287,69.26917701640001,154.8905885541,2009-05-08,1241766000000,15.0156229488,54056.2426156703,33588.446974164704,0.360548341,140.2533111572,53937264.0,33515062.0,Earth,27,2017-04-06 09:17:47,3,0.00242328,5.1739999999999995,2458000.5,0.2017730861390178,1.232880414019271,1.4810355575150043,84.36621108811794,500.01134318263166,0.9841183280422529,209.37242215977668,1.4816424999962898,2458001.1161193503,359.55640413156334,0.7199836661875652,J2000,False,0.0,0.0
2137064,2137064,18.9,0.44111819999999996,0.9863702812999999,441.11819999690005,986.3702813053999,0.2740980571,0.6129018881,1447.2382352778,3236.1230737181,2006-11-08,1162972800000,10.40999977,37475.9991719579,23286.128485486803,0.35984059329999996,139.9779968262,53831388.0,33449274.0,Earth,54,2017-04-06 09:27:57,0,0.246858,4.737,2458000.5,0.195148860886425,1.374143602162789,19.50334559213595,36.14355837191858,588.3646980839436,1.105981043506352,97.558357991641,1.642306160819226,2458281.681579693,187.95472090797267,0.6118653977241814,J2000,False,0.0,0.0
3735613,3735613,24.7,0.0305179233,0.0682401509,30.5179232594,68.24015094010001,0.0189629525,0.0424024508,100.12442334629999,223.8850168104,2013-12-22,1387699200000,13.337542740999998,48015.1538676101,29834.7493573492,0.256361306,99.7245483398,38351104.0,23830272.0,Earth,23,2017-08-10 06:19:29,5,0.0108722,4.331,2458000.5,0.3695341299100915,1.5718878300393793,2.389826095127953,245.70356115319507,719.8313452244388,0.9910216284495152,158.244462978682,2.152754031629243,2458056.0026943916,332.2421507291837,0.5001171488131769,J2000,False,0.0,0.0
3432678,3432678,32.1,0.0010105434,0.0022596438000000003,1.0105434154000001,2.2596437711000004,0.0006279224,0.0014040771,3.315431259,7.41352967,2008-10-22,1224658800000,18.1358141206,65288.930834326,40568.0026064733,0.0005718008,0.2224305123,85540.1796875,53152.20703125,Earth,12,2017-04-06 09:02:30,9,1.16032e-05,3.2030000000000003,2454761.5,0.6823832883945092,2.335502326933729,5.283451804728175,208.9416504765725,1303.673637248525,0.7417945690276627,111.87383267613741,3.9292100848397946,2454719.6490450045,11.556837054868929,0.2761427321333272,J2000,False,0.0,0.0
3307228,3307228,21.2,0.15295193529999998,0.3420109247,152.9519353442,342.0109247198,0.095039897,0.21251567030000001,501.81082755470004,1122.0831222578,2005-12-15,1134633600000,9.7750803318,35190.2891943068,21865.8771940958,0.0709370153,27.594499588,10612027.0,6594007.5,Earth,26,2017-04-06 09:09:38,0,0.027800799999999997,6.9270000000000005,2458000.5,0.2662892490503571,0.8410412387622234,17.219518497489492,84.81940399453119,281.7243356844349,0.6170809988718489,149.93715289362308,1.0650014786525979,2458052.316455126,293.7866081036588,1.277844880263532,J2000,True,1.0,1.0
2163243,2163243,16.5,1.332155667,2.978790628,1332.1556669813,2978.7906279817,0.8277628989,1.8509341113,4370.589598458901,9772.9354439076,2006-02-15,1139990400000,23.5046311082,84616.6719896003,52577.5093259825,0.37980060460000004,147.7424468994,56817364.0,35304672.0,Earth,117,2017-04-06 09:26:17,1,0.00283189,7.406000000000001,2458000.5,0.6017465083085981,0.7615579948339024,20.27762946655788,203.60505570058467,242.7464567417772,0.3032931305681043,148.3029829759607,1.219822859099701,2458099.183616924,213.6493485037173,1.483028855835997,J2000,True,1.0,1.0
3770280,3770280,30.8,0.0018388867,0.0041118757,1.8388867207,4.1118757104000005,0.0011426309,0.0025550003,6.0330931087,13.490406305699999,2007-08-22,1187766000000,31.852165240300003,114667.7948649083,71250.1084259204,0.4889197114,190.1897583008,73141344.0,45447928.0,Earth,2,2017-04-06 08:19:47,6,0.00011886600000000001,3.964,2458000.5,0.6003001023417441,1.70687396963693,1.3723794551523671,161.84998229296968,814.5178567928164,0.6822373509794217,80.37433943854784,2.731510588294438,2457862.7787840585,60.8699211754024,0.4419792604885406,J2000,False,0.0,0.0
2162433,2162433,19.2,0.38419789109999997,0.8590926012000001,384.1978910643,859.0926012317999,0.2387294278,0.5338152287,1260.4918089193,2818.5453698252004,2000-05-15,958374000000,12.315799266600001,44336.877359845304,27549.2113795106,0.23155605489999997,90.0753097534,34640292.0,21524480.0,Earth,38,2017-04-06 09:26:30,0,0.06592719999999999,4.698,2458000.5,0.4814343543625919,1.3590311694412682,13.942348454111581,41.69124016227254,578.6854367212633,0.7047468758226727,246.97198275947682,2.013315463059862,2458082.2266611517,309.1578737815115,0.6220996367900684,J2000,False,0.0,0.0
3680249,3680249,20.9,0.1756123185,0.3926810818,175.6123184804,392.6810818086,0.1091204019,0.24400063649999998,576.1559189633,1288.3238004408,1999-02-15,919065600000,29.213254857600003,105167.71748718321,65347.12979085559,0.28732474809999997,111.7693328857,42983172.0,26708504.0,Earth,11,2017-04-06 08:39:21,4,0.0941743,4.692,2458000.5,0.3278255658778034,1.286458639243911,46.41187820668871,130.54236242842052,532.9569974102903,0.8647246078553871,333.0928354657479,1.708192670632435,2458134.4688596884,269.50716526439857,0.6754766364815329,J2000,False,0.0,0.0
